URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-medications,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.8",NEMSISMedications,NEMSIS Medications and Procedures Codes,"Enumeration codes for the NEMSIS eMedications and eProcedures sections. Covers administration routes, dosage units, complications, vascular access locations, airway techniques, clinical response, authorization types, caregiver levels, and Yes/No values shared across both sections. NEMSIS 3.5.1.251001CP2.","ValueSet/vs-ems-clinical-response,ValueSet/vs-ems-vascular-access-location,ValueSet/vs-ems-medication-complication,ValueSet/vs-ems-medication-dosage-units,ValueSet/vs-ems-procedure-complication,ValueSet/vs-ems-airway-technique,ValueSet/vs-ems-authorization-type,ValueSet/vs-ems-medication-route,ValueSet/vs-ems-caregiver-level"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-not-values,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.9",NEMSISNotValues,NEMSIS Not Value Codes,"NEMSIS Not Value (NV) codes used when a data element cannot be recorded. Three codes apply: NotApplicable (element does not apply to this event), NotRecorded (element applies but was not documented), NotReporting (agency is not reporting this element).","ValueSet/vs-ems-not-value"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-other,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.19",NEMSISOther,NEMSIS eOther Code System,"Enumeration codes from the NEMSIS 3.5.1 eOther section covering registry candidacy, crew personal protective equipment, work-related injury/exposure types, disaster types, external document types, and signature metadata (signer type, reason, patient representative, status).","ValueSet/vs-ems-signer-type,ValueSet/vs-ems-signature-reason,ValueSet/vs-ems-crew-ppe,ValueSet/vs-ems-patient-representative,ValueSet/vs-ems-disaster-type,ValueSet/vs-ems-signature-status,ValueSet/vs-ems-registry-candidate,ValueSet/vs-ems-external-document-type,ValueSet/vs-ems-work-injury-exposure"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-payer-type,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.10",NEMSISPayerType,NEMSIS ePayment Payer Type Code System,"X12 payer type codes used in NEMSIS ePayment.57 to identify the type of insurance payer.","ValueSet/vs-ems-payer-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-payment,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.11",NEMSISPayment,NEMSIS ePayment Code System,"Enumeration codes from the NEMSIS 3.5.1 ePayment section covering primary method of payment, insurance billing priority, relationship to insured, response urgency, patient transport assessment, ambulance transport reason codes, ambulance conditions indicators, CMS service level, and payer type.","ValueSet/vs-ems-payment-method,ValueSet/vs-ems-insurance-billing-priority,ValueSet/vs-ems-response-urgency,ValueSet/vs-ems-ambulance-conditions,ValueSet/vs-ems-cms-service-level,ValueSet/vs-ems-insured-relationship,ValueSet/vs-ems-patient-transport-assessment,ValueSet/vs-ems-ambulance-transport-reason"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-personnel-level,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.12",NEMSISPersonnel,NEMSIS Personnel Level Codes,"NEMSIS eCrew.02 - Crew Member Level certification and licensure codes (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-certification-level"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-pertinent-negative,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.13",NEMSISPertinentNegative,NEMSIS Pertinent Negative Codes,"NEMSIS Pertinent Negative (PN) codes indicating a clinically significant documented absence. Applied to clinical data elements where documenting a negative finding is as meaningful as documenting a positive one.","ValueSet/vs-ems-pertinent-negative"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-procedures,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.14",NEMSISProcedures,NEMSIS Procedures/Protocols Codes,"Enumeration codes from the NEMSIS eProtocols section (eProtocols.01 - Protocols Used). NEMSIS 3.5.1.251001CP2.","ValueSet/vs-ems-protocol-used"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-situation,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.15",NEMSISSituation,NEMSIS Situation Codes,"Enumeration codes from the NEMSIS eSituation section (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-incident-type"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/cs-nemsis-vitals,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.16",NEMSISVitals,NEMSIS Vital Signs Codes,"Enumeration codes from the NEMSIS eVitals section (NEMSIS 3.5.1.251001CP2).","ValueSet/vs-ems-pulse-rhythm,ValueSet/vs-ems-gcs-qualifier,ValueSet/vs-ems-respiratory-effort,ValueSet/vs-ems-reperfusion-checklist,ValueSet/vs-ems-pain-scale-type,ValueSet/vs-ems-ecg-method,ValueSet/vs-ems-avpu,ValueSet/vs-ems-bp-method,ValueSet/vs-ems-ecg-type,ValueSet/vs-ems-stroke-scale-type,ValueSet/vs-ems-cardiac-rhythm,ValueSet/vs-ems-stroke-scale-result"
https://fhirems.github.io/fhirEMSCoreIG/CodeSystem/nemsis-patient,0.2.0,active,"2.25.219926138944530828037824748808947630693.1.17",NEMSISPatientCodes,NEMSIS ePatient Codes,"Enumeration codes from the NEMSIS 3.5.1.251001CP2 ePatient section. Includes codes for Sex (ePatient.25), Age Units (ePatient.16), and Alternate Home Residence (ePatient.22). Race codes (ePatient.14) are mapped to OMB/CDC categories used in us-core-race.","ValueSet/vs-ems-alternate-residence,ValueSet/vs-ems-age-units,ValueSet/vs-ems-sex"
https://www.cms.gov/Medicare/Coding/HCPCSReleaseCodeSets,1.0.1,active,"2.16.840.1.113883.6.285",HCPCSLevelII,Healthcare Common Procedure Coding System (HCPCS) level II alphanumeric codes,"The Level II HCPCS codes, which are established by CMS's Alpha-Numeric Editorial Panel, primarily represent items and supplies and non-physician services not covered by the American Medical Association's Current Procedural Terminology-4 (CPT-4) codes; Medicare, Medicaid, and private health insurers use HCPCS procedure and modifier codes for claims processing.  Level II alphanumeric procedure and modifier codes comprise the A to V range.","ValueSet/us-core-procedure-code"
https://www.nubc.org/CodeSystem/PatDischargeStatus,1.0.0,active,"2.16.840.1.113883.6.301.5",AHA_NUBC_PatientDischargeStatus,AHA NUBC Patient Discharge Status Codes,"""The UB-04 Data File contains the complete set of NUBC codes. Every code in the range of possible codes is accounted for sequentially. There are no gaps because all used and unused codes are identified.""    This code system consists of the following:    \* FL 17 - Patient Discharge Status    These codes are used to convey the patient discharge status and are the property of the American Hospital Association.    To obtain the underlying code systems, please see information [here](https://www.nubc.org/subscription-information)    Statement of Understanding between AHA and HL7 can be found [here](http://www.hl7.org/documentcenter/public/mou/AHA%20HL7%20SOU%202020%20AHA%20Fully%20Executed.pdf). In particular see sections 4.1d and 4.2.    ""The UB-04 Manual has a 12-month subscription period from June 30 through July 1.""    For frequently asked questions, see here [here](https://www.nubc.org/nubc-faqs)","ValueSet/vs-ems-discharge-disposition"
